Logradouro;Intervalo de Datas;Hora;Caminhao grande;Caminhao md/grd;Caminhao peq/md;Caminhao pequeno;Moto;Nao Reconhecido;Oibus grande;Oibus pequeno;Passeio grande;Passeio pequeno
AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI;14/6/2015;16:15:00 - 16:29:59;1;0;1;0;8;1;6;0;3;109
AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI;14/6/2015;16:30:00 - 16:44:59;1;2;1;0;17;1;8;0;4;96
AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI;14/6/2015;16:45:00 - 16:59:59;4;0;0;0;8;3;11;0;0;99
AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI;14/6/2015;17:00:00 - 17:14:59;3;0;1;0;14;0;5;0;3;103
AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI;14/6/2015;17:15:00 - 17:29:59;0;0;1;0;16;3;9;0;2;131
AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI;14/6/2015;17:30:00 - 17:44:59;1;1;0;0;18;4;10;0;3;141
AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI;14/6/2015;17:45:00 - 17:59:59;1;0;0;0;20;1;7;0;7;124
AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI;14/6/2015;18:00:00 - 18:14:59;3;2;0;0;24;3;6;0;1;124
AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI;14/6/2015;18:15:00 - 18:29:59;3;0;0;0;21;2;3;0;3;140
AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI;14/6/2015;18:30:00 - 18:44:59;2;1;0;0;21;8;12;0;1;112
AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI;14/6/2015;18:45:00 - 18:59:59;0;0;1;0;11;2;9;0;4;114
AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI;14/6/2015;19:00:00 - 19:14:59;1;3;0;0;11;0;6;0;6;92
AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI;14/6/2015;19:15:00 - 19:29:59;2;0;0;0;25;2;12;0;7;105
AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI;14/6/2015;19:30:00 - 19:44:59;3;2;0;0;10;3;6;0;5;134
AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI;14/6/2015;19:45:00 - 19:59:59;3;3;0;0;12;4;3;0;6;95
AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI;14/6/2015;20:00:00 - 20:14:59;2;1;0;0;12;1;3;0;3;91
AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI;14/6/2015;20:15:00 - 20:29:59;2;1;0;0;9;4;9;0;3;81
AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI;14/6/2015;20:30:00 - 20:44:59;1;0;0;0;7;2;8;0;1;59
AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI;14/6/2015;20:45:00 - 20:59:59;0;1;2;0;14;5;8;0;2;84
AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI;14/6/2015;21:00:00 - 21:14:59;4;0;0;0;10;2;6;0;2;74
AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI;14/6/2015;21:15:00 - 21:29:59;1;0;0;0;11;1;6;0;0;61
AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI;14/6/2015;21:30:00 - 21:44:59;1;0;0;0;6;1;6;0;3;54
AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI;14/6/2015;21:45:00 - 21:59:59;0;0;0;0;5;0;6;0;2;43
AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI;14/6/2015;22:00:00 - 22:14:59;0;0;0;0;3;1;4;0;2;23
AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI;14/6/2015;22:15:00 - 22:29:59;1;0;0;0;3;1;2;0;2;21
AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI;14/6/2015;22:30:00 - 22:44:59;0;0;0;0;5;1;5;0;0;19
AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI;14/6/2015;22:45:00 - 22:59:59;3;1;0;0;5;1;1;0;1;17
AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI;14/6/2015;23:00:00 - 23:14:59;1;0;0;0;3;0;1;0;1;18
AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI;14/6/2015;23:15:00 - 23:29:59;0;0;0;0;5;0;3;0;1;5
AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI;14/6/2015;23:30:00 - 23:44:59;0;0;0;0;1;0;1;0;1;11
AV. GOV. AGAMENON MAGALHAES - PROX. VIADUTO PRES. MEDICI;14/6/2015;23:45:00 - 23:59:59;1;0;0;0;0;0;0;0;0;6
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;00:00:00 - 00:14:59;0;2;0;0;6;1;3;0;7;30
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;00:15:00 - 00:29:59;0;0;0;0;5;1;3;0;2;25
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;00:30:00 - 00:44:59;1;2;0;0;3;1;1;0;4;24
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;00:45:00 - 00:59:59;2;0;0;0;6;2;3;0;3;20
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;01:00:00 - 01:14:59;0;0;1;0;6;1;2;0;2;13
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;01:15:00 - 01:29:59;1;1;0;0;1;3;3;0;9;11
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;01:30:00 - 01:44:59;2;0;0;0;2;1;1;0;5;12
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;01:45:00 - 01:59:59;0;2;0;0;3;0;1;0;0;11
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;02:00:00 - 02:14:59;0;0;0;0;2;0;3;0;4;14
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;02:15:00 - 02:29:59;1;0;0;0;3;3;4;0;4;9
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;02:30:00 - 02:44:59;1;3;0;0;5;0;2;0;3;15
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;02:45:00 - 02:59:59;0;1;0;0;7;0;2;0;4;13
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;03:00:00 - 03:14:59;0;0;0;0;3;1;0;0;3;20
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;03:15:00 - 03:29:59;0;2;0;0;8;3;3;0;6;11
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;03:30:00 - 03:44:59;1;2;1;0;1;1;0;0;5;5
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;03:45:00 - 03:59:59;0;1;0;0;3;2;3;0;9;15
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;04:00:00 - 04:14:59;1;0;0;0;6;0;4;0;3;6
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;04:15:00 - 04:29:59;4;2;0;0;9;3;5;0;7;19
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;04:30:00 - 04:44:59;4;0;0;0;8;1;5;0;15;32
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;04:45:00 - 04:59:59;5;7;0;0;14;2;6;0;20;36
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;05:00:00 - 05:14:59;2;7;0;0;11;4;7;0;17;43
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;05:15:00 - 05:29:59;9;3;2;0;14;6;3;0;23;80
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;05:30:00 - 05:44:59;7;5;4;0;36;13;15;0;21;131
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;05:45:00 - 05:59:59;6;7;4;0;44;8;10;0;19;157
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;06:00:00 - 06:14:59;7;10;9;0;45;22;14;0;26;216
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;06:15:00 - 06:29:59;10;14;6;0;59;22;19;0;36;241
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;06:30:00 - 06:44:59;8;6;7;0;54;18;6;0;25;305
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;06:45:00 - 06:59:59;0;12;7;0;67;21;8;0;26;312
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;07:00:00 - 07:14:59;5;10;9;0;63;30;8;0;20;333
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;07:15:00 - 07:29:59;3;6;4;0;78;19;2;0;29;338
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;07:30:00 - 07:44:59;2;9;5;0;63;21;4;0;27;355
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;07:45:00 - 07:59:59;5;17;9;0;65;29;4;0;27;319
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;08:00:00 - 08:14:59;3;10;5;0;63;15;6;0;22;281
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;08:15:00 - 08:29:59;4;12;8;0;58;16;5;0;28;290
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;08:30:00 - 08:44:59;2;16;8;0;55;10;5;0;38;242
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;08:45:00 - 08:59:59;5;10;8;0;59;21;5;0;27;286
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;09:00:00 - 09:14:59;3;20;9;0;72;20;5;0;30;232
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;09:15:00 - 09:29:59;2;12;5;0;34;12;1;0;25;161
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;09:30:00 - 09:44:59;2;14;4;0;45;13;1;0;31;181
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;09:45:00 - 09:59:59;5;24;12;0;63;20;3;0;38;237
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;10:00:00 - 10:14:59;6;18;10;0;56;11;4;0;37;257
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;10:15:00 - 10:29:59;6;24;8;0;52;11;4;0;34;224
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;10:30:00 - 10:44:59;5;18;9;0;70;13;4;0;39;277
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;10:45:00 - 10:59:59;11;15;16;0;55;19;1;0;34;245
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;11:00:00 - 11:14:59;4;22;14;0;72;21;6;0;33;256
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;11:15:00 - 11:29:59;8;16;11;0;62;19;9;0;36;264
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;11:30:00 - 11:44:59;9;11;12;0;62;25;4;0;35;274
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;11:45:00 - 11:59:59;7;12;12;0;73;8;4;0;29;241
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;12:00:00 - 12:14:59;4;18;10;0;94;22;2;0;32;310
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;12:15:00 - 12:29:59;6;21;13;0;65;16;6;0;34;297
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;12:30:00 - 12:44:59;8;17;8;0;61;14;5;0;20;278
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;12:45:00 - 12:59:59;6;18;5;0;53;12;6;0;38;279
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;13:00:00 - 13:14:59;7;8;7;0;50;16;3;0;29;278
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;13:15:00 - 13:29:59;6;21;10;0;50;14;2;0;28;288
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;13:30:00 - 13:44:59;7;16;8;0;56;17;4;0;33;260
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;13:45:00 - 13:59:59;2;21;6;0;53;20;4;0;25;257
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;14:00:00 - 14:14:59;3;13;12;0;59;14;2;0;33;280
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;14:15:00 - 14:29:59;8;18;13;0;38;12;3;0;37;291
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;14:30:00 - 14:44:59;3;20;8;0;56;15;4;0;34;281
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;14:45:00 - 14:59:59;6;13;12;0;66;15;3;0;28;262
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;15:00:00 - 15:14:59;6;16;9;0;63;15;3;0;28;297
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;15:15:00 - 15:29:59;3;22;9;0;63;20;8;0;36;263
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;15:30:00 - 15:44:59;10;19;14;0;64;16;9;0;32;320
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;15:45:00 - 15:59:59;6;20;16;0;60;8;6;0;34;301
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;16:00:00 - 16:14:59;4;14;7;0;52;16;2;0;35;239
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;16:15:00 - 16:29:59;4;18;13;0;56;15;8;0;31;270
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;16:30:00 - 16:44:59;8;21;4;0;61;22;3;0;46;343
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;16:45:00 - 16:59:59;7;18;9;0;67;25;5;0;32;296
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;17:00:00 - 17:14:59;6;22;13;0;78;26;5;0;36;340
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;17:15:00 - 17:29:59;8;15;13;0;101;29;4;0;33;330
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;17:30:00 - 17:44:59;7;14;9;0;106;44;3;0;24;338
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;17:45:00 - 17:59:59;2;14;6;0;80;29;3;0;21;394
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;18:00:00 - 18:14:59;6;25;6;0;82;32;4;0;19;346
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;18:15:00 - 18:29:59;7;12;10;0;81;31;3;0;19;393
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;18:30:00 - 18:44:59;4;8;9;0;61;22;6;0;21;311
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;18:45:00 - 18:59:59;2;6;3;0;69;32;8;0;16;329
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;19:00:00 - 19:14:59;2;7;9;0;53;21;4;0;28;343
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;19:15:00 - 19:29:59;5;8;7;0;39;19;10;0;26;309
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;19:30:00 - 19:44:59;4;3;6;0;35;18;4;0;19;245
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;19:45:00 - 19:59:59;4;5;2;0;46;24;9;0;20;245
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;20:00:00 - 20:14:59;5;7;8;0;56;12;6;0;23;244
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;20:15:00 - 20:29:59;3;8;3;0;47;13;7;0;18;245
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;20:30:00 - 20:44:59;1;7;3;0;40;8;10;0;17;211
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;20:45:00 - 20:59:59;4;4;3;0;32;12;7;0;11;180
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;21:00:00 - 21:14:59;2;2;1;0;33;16;6;0;13;205
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;21:15:00 - 21:29:59;2;4;0;0;39;12;6;0;7;189
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;21:30:00 - 21:44:59;2;3;4;0;39;11;4;0;16;196
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;21:45:00 - 21:59:59;1;8;0;0;37;13;14;0;19;213
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;22:00:00 - 22:14:59;4;4;0;0;37;10;3;0;15;201
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;22:15:00 - 22:29:59;1;6;0;0;40;11;5;0;10;189
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;22:30:00 - 22:44:59;3;6;0;0;19;6;14;0;17;144
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;22:45:00 - 22:59:59;3;5;2;0;23;5;6;0;10;78
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;23:00:00 - 23:14:59;3;3;0;0;12;3;8;0;10;77
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;23:15:00 - 23:29:59;2;1;2;0;10;3;9;0;10;57
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;23:30:00 - 23:44:59;4;1;0;0;15;2;15;0;7;53
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;8/6/2015;23:45:00 - 23:59:59;1;4;0;0;12;1;3;0;10;49
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;00:00:00 - 00:14:59;4;2;1;0;12;1;4;0;7;35
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;00:15:00 - 00:29:59;1;1;0;0;15;0;2;0;6;24
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;00:30:00 - 00:44:59;0;2;0;0;5;1;2;0;8;15
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;00:45:00 - 00:59:59;1;2;0;0;5;1;2;0;3;14
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;01:00:00 - 01:14:59;0;2;0;0;7;0;4;0;2;21
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;01:15:00 - 01:29:59;0;5;0;0;5;1;2;0;3;6
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;01:30:00 - 01:44:59;2;2;0;0;2;0;1;0;5;9
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;01:45:00 - 01:59:59;1;1;0;0;4;0;1;0;7;9
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;02:00:00 - 02:14:59;0;0;0;0;0;0;1;0;2;11
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;02:15:00 - 02:29:59;0;2;1;0;3;1;0;0;7;8
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;02:30:00 - 02:44:59;0;1;0;0;4;0;2;0;5;7
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;02:45:00 - 02:59:59;0;4;0;0;3;1;2;0;2;13
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;03:00:00 - 03:14:59;1;4;1;0;5;0;3;0;3;10
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;03:15:00 - 03:29:59;1;1;0;0;2;1;5;0;6;7
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;03:30:00 - 03:44:59;1;3;0;0;2;2;1;0;8;3
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;03:45:00 - 03:59:59;2;3;0;0;6;1;3;0;4;17
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;04:00:00 - 04:14:59;2;3;0;0;6;3;0;0;7;16
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;04:15:00 - 04:29:59;1;1;1;0;9;1;7;0;10;12
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;04:30:00 - 04:44:59;6;1;0;0;6;7;4;0;9;24
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;04:45:00 - 04:59:59;3;4;0;0;8;4;9;0;19;46
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;05:00:00 - 05:14:59;1;5;0;0;17;5;4;0;12;47
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;05:15:00 - 05:29:59;5;5;2;0;21;8;7;0;15;73
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;05:30:00 - 05:44:59;5;9;5;0;34;12;12;0;17;99
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;05:45:00 - 05:59:59;8;10;4;0;52;13;13;0;20;143
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;06:00:00 - 06:14:59;8;12;3;0;58;21;17;0;21;206
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;06:15:00 - 06:29:59;3;10;6;0;65;25;19;0;37;249
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;06:30:00 - 06:44:59;3;10;6;0;49;22;7;0;22;221
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;06:45:00 - 06:59:59;3;14;10;0;41;18;4;0;27;297
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;07:00:00 - 07:14:59;3;14;5;0;73;17;7;0;36;312
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;07:15:00 - 07:29:59;1;13;11;0;68;24;3;0;21;341
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;07:30:00 - 07:44:59;5;8;6;0;42;19;3;0;18;252
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;07:45:00 - 07:59:59;4;15;9;0;81;20;2;0;20;309
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;08:00:00 - 08:14:59;1;26;5;0;78;16;4;0;23;333
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;08:15:00 - 08:29:59;1;15;3;0;38;18;4;0;28;228
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;08:30:00 - 08:44:59;2;4;7;0;31;19;1;0;21;190
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;08:45:00 - 08:59:59;4;24;18;0;75;9;6;0;30;296
AV. MAL. MASCARENHAS DE MORAES, AEROP BAIRRO IMBIRIBEIRA;9/6/2015;09:00:00 - 09:14:59;4;26;15;0;63;15;7;0;41;254
